airport,side,period,scheduled_ops,operated_ops,cancelled_ops,delay15_ops,nas_delay_minutes,days,ops_per_day,cancel_rate,delay15_rate,nas_delay_per_scheduled_op
RDU,arr,cap_20250616_1025,20457,20124,333.0,4924.0,53127.0,132,154.97727272727272,0.01627804663440387,0.24468296561319816,2.5970083589969204
RDU,arr,extension_20251026_1231,10544,10360,184.0,2590.0,28125.0,67,157.37313432835822,0.017450682852807285,0.25,2.6673937784522
RDU,arr,interim_20250520_0615,4260,4234,26.0,1004.0,10442.0,27,157.77777777777777,0.006103286384976526,0.23712801133679737,2.4511737089201877
RDU,arr,pre_20250101_0414,14750,14479,271.0,2826.0,29953.0,104,141.82692307692307,0.018372881355932204,0.19517922508460528,2.0307118644067796
RDU,arr,stress_20250415_0519,5364,5317,47.0,1205.0,14280.0,35,153.25714285714287,0.008762117822520506,0.22663155914989655,2.6621923937360177
RDU,dep,cap_20250616_1025,20461,20091,370.0,4455.0,104261.0,132,155.00757575757575,0.018083182640144666,0.22174107809466925,5.095596500659791
RDU,dep,extension_20251026_1231,10548,10350,198.0,2273.0,50748.0,67,157.43283582089552,0.01877133105802048,0.21961352657004832,4.811149032992036
RDU,dep,interim_20250520_0615,4261,4238,23.0,804.0,20673.0,27,157.8148148148148,0.005397793945083313,0.18971212836243512,4.851678009856841
RDU,dep,pre_20250101_0414,14751,14462,289.0,2387.0,47338.0,104,141.83653846153845,0.01959189207511355,0.16505324298160698,3.2091383635007795
RDU,dep,stress_20250415_0519,5362,5301,61.0,965.0,30446.0,35,153.2,0.011376352107422603,0.18204112431616676,5.678105184632599
RSW,arr,cap_20250616_1025,9237,9134,103.0,1941.0,22177.0,132,69.97727272727273,0.011150806538919563,0.21250273702649441,2.400887734112807
RSW,arr,extension_20251026_1231,6963,6850,113.0,1750.0,31185.0,67,103.92537313432835,0.01622863708171765,0.25547445255474455,4.478672985781991
RSW,arr,interim_20250520_0615,2118,2108,10.0,465.0,5827.0,27,78.44444444444444,0.004721435316336166,0.22058823529411764,2.751180358829084
RSW,arr,pre_20250101_0414,13318,13133,185.0,3034.0,62916.0,104,128.05769230769232,0.013890974620813935,0.23102109190588593,4.724132752665565
RSW,arr,stress_20250415_0519,3587,3571,16.0,717.0,10509.0,35,102.48571428571428,0.004460551993309172,0.20078409409129094,2.9297463061053803
RSW,dep,cap_20250616_1025,9234,9114,120.0,1806.0,36700.0,132,69.95454545454545,0.01299545159194282,0.19815668202764977,3.9744422785358458
RSW,dep,extension_20251026_1231,6952,6838,114.0,1499.0,30260.0,67,103.76119402985074,0.016398158803222096,0.21921614507165837,4.352704257767549
RSW,dep,interim_20250520_0615,2122,2114,8.0,396.0,9495.0,27,78.5925925925926,0.003770028275212064,0.18732261116367077,4.474552309142319
RSW,dep,pre_20250101_0414,13318,13121,197.0,2648.0,44852.0,104,128.05769230769232,0.0147920108124343,0.20181388613672738,3.3677729388797117
RSW,dep,stress_20250415_0519,3596,3576,20.0,631.0,18317.0,35,102.74285714285715,0.0055617352614015575,0.17645413870246085,5.0937152391546165
SAN,arr,cap_20250616_1025,36382,36059,323.0,9044.0,107531.0,132,275.6212121212121,0.008878016601616185,0.2508111705815469,2.955609916991919
SAN,arr,extension_20251026_1231,18143,17785,358.0,5029.0,92473.0,67,270.7910447761194,0.01973212809347958,0.28276637615968514,5.096896874827757
SAN,arr,interim_20250520_0615,7509,7468,41.0,1832.0,20124.0,27,278.1111111111111,0.0054601145292315885,0.24531333690412427,2.6799840191769877
SAN,arr,pre_20250101_0414,25452,25197,255.0,5459.0,81639.0,104,244.73076923076923,0.010018859028760018,0.21665277612414177,3.2075671852899577
SAN,arr,stress_20250415_0519,9434,9384,50.0,2025.0,21114.0,35,269.54285714285714,0.0052999788000848,0.21579283887468031,2.2380750476998093
SAN,dep,cap_20250616_1025,36379,36010,369.0,8708.0,108232.0,132,275.5984848484849,0.010143214491877182,0.24182171618994724,2.9751230105280517
SAN,dep,extension_20251026_1231,18148,17762,386.0,4902.0,56983.0,67,270.86567164179104,0.021269561384174563,0.2759824344105394,3.139905223716112
SAN,dep,interim_20250520_0615,7510,7468,42.0,1726.0,27019.0,27,278.14814814814815,0.00559254327563249,0.23111944295661488,3.5977363515312915
SAN,dep,pre_20250101_0414,25455,25199,256.0,4707.0,68351.0,104,244.7596153846154,0.010056963268513063,0.18679312671137743,2.68516990768022
SAN,dep,stress_20250415_0519,9433,9377,56.0,1823.0,31777.0,35,269.51428571428573,0.005936605533764444,0.19441185880345527,3.368705607972013
SAT,arr,cap_20250616_1025,15272,15132,140.0,3474.0,22477.0,132,115.6969696969697,0.009167103195390257,0.2295796986518636,1.4717784180199056
SAT,arr,extension_20251026_1231,7723,7658,65.0,1666.0,11202.0,67,115.26865671641791,0.008416418490224006,0.21755027422303475,1.4504726142690665
SAT,arr,interim_20250520_0615,3277,3240,37.0,947.0,9998.0,27,121.37037037037037,0.011290814769606347,0.29228395061728396,3.0509612450411963
SAT,arr,pre_20250101_0414,11321,11153,168.0,2311.0,22830.0,104,108.85576923076923,0.01483967847363307,0.2072088227382767,2.016606306863351
SAT,arr,stress_20250415_0519,4221,4179,42.0,952.0,9405.0,35,120.6,0.009950248756218905,0.22780569514237856,2.228144989339019
SAT,dep,cap_20250616_1025,15271,15114,157.0,2659.0,45849.0,132,115.68939393939394,0.010280924628380591,0.17592960169379385,3.002357409468928
SAT,dep,extension_20251026_1231,7723,7654,69.0,1357.0,22362.0,67,115.26865671641791,0.008934351935776253,0.1772929187353018,2.8955069273598344
SAT,dep,interim_20250520_0615,3276,3234,42.0,821.0,15618.0,27,121.33333333333333,0.01282051282051282,0.253865182436611,4.767399267399267
SAT,dep,pre_20250101_0414,11320,11148,172.0,1773.0,20780.0,104,108.84615384615384,0.01519434628975265,0.15904198062432723,1.8356890459363957
SAT,dep,stress_20250415_0519,4220,4168,52.0,761.0,12081.0,35,120.57142857142857,0.012322274881516588,0.18258157389635316,2.862796208530806
SEA,arr,cap_20250616_1025,66398,65736,662.0,14623.0,175267.0,132,503.0151515151515,0.009970179824693514,0.22245040769137156,2.639642760324106
SEA,arr,extension_20251026_1231,28167,27747,420.0,6541.0,91351.0,67,420.4029850746269,0.014911066141229098,0.23573719681407,3.2431923882557605
SEA,arr,interim_20250520_0615,13611,13522,89.0,3252.0,41147.0,27,504.1111111111111,0.006538828888399089,0.2404969679041562,3.0230695760781723
SEA,arr,pre_20250101_0414,41018,40635,383.0,7355.0,85210.0,104,394.40384615384613,0.009337364084060657,0.18100159960625076,2.0773806621483253
SEA,arr,stress_20250415_0519,15640,15590,50.0,2983.0,33181.0,35,446.85714285714283,0.00319693094629156,0.19134060295060937,2.121547314578005
SEA,dep,cap_20250616_1025,66385,65808,577.0,15218.0,183168.0,132,502.9166666666667,0.008691722527679446,0.2312484804279115,2.759177525043308
SEA,dep,extension_20251026_1231,28178,27816,362.0,5988.0,84794.0,67,420.56716417910445,0.012846901838313577,0.21527178602243313,3.0092270565689545
SEA,dep,interim_20250520_0615,13615,13548,67.0,3171.0,46013.0,27,504.25925925925924,0.004921042967315461,0.23405668733392382,3.3795813441057656
SEA,dep,pre_20250101_0414,41017,40711,306.0,7437.0,97080.0,104,394.3942307692308,0.0074603213301801695,0.18267790032178036,2.3668235122022576
SEA,dep,stress_20250415_0519,15640,15604,36.0,2830.0,49439.0,35,446.85714285714283,0.002301790281329923,0.18136375288387593,3.161061381074169
SFO,arr,cap_20250616_1025,54060,53676,384.0,13501.0,226837.0,132,409.54545454545456,0.007103218645948946,0.25152768462627617,4.196022937476878
SFO,arr,extension_20251026_1231,26458,26069,389.0,7367.0,248655.0,67,394.8955223880597,0.014702547433668455,0.2825961870420806,9.398102653261773
SFO,arr,interim_20250520_0615,11195,11141,54.0,2551.0,36768.0,27,414.6296296296296,0.00482358195623046,0.22897405977919397,3.284323358642251
SFO,arr,pre_20250101_0414,38308,37999,309.0,8060.0,229650.0,104,368.34615384615387,0.008066200271483763,0.21211084502223743,5.994831366816331
SFO,arr,stress_20250415_0519,14498,14442,56.0,3031.0,51032.0,35,414.22857142857146,0.003862601738170782,0.20987397867331395,3.519933783970203
SFO,dep,cap_20250616_1025,54047,53696,351.0,10549.0,176136.0,132,409.4469696969697,0.006494347512350362,0.19645783671036948,3.258941291838585
SFO,dep,extension_20251026_1231,26441,26079,362.0,5863.0,99341.0,67,394.64179104477614,0.013690858893385272,0.22481690248859235,3.7570818047728904
SFO,dep,interim_20250520_0615,11206,11161,45.0,2027.0,34332.0,27,415.037037037037,0.0040157058718543635,0.1816145506675029,3.063715866500089
SFO,dep,pre_20250101_0414,38299,38025,274.0,6380.0,85370.0,104,368.25961538461536,0.007154233792005013,0.16778435239973702,2.229039922713387
SFO,dep,stress_20250415_0519,14502,14454,48.0,2345.0,57626.0,35,414.34285714285716,0.0033098882912701694,0.16223882662238825,3.973658805681975
SJC,arr,cap_20250616_1025,16924,16834,90.0,3340.0,13907.0,132,128.21212121212122,0.005317891751359017,0.19840798384222408,0.8217324509572205
SJC,arr,extension_20251026_1231,8011,7940,71.0,1537.0,7081.0,67,119.56716417910448,0.008862813631257021,0.19357682619647354,0.8839096242666333
SJC,arr,interim_20250520_0615,3546,3531,15.0,723.0,3598.0,27,131.33333333333334,0.004230118443316413,0.20475785896346643,1.014664410603497
SJC,arr,pre_20250101_0414,12852,12760,92.0,1778.0,11180.0,104,123.57692307692308,0.0071584189231248055,0.13934169278996866,0.8699035169623405
SJC,arr,stress_20250415_0519,4541,4523,18.0,809.0,3430.0,35,129.74285714285713,0.003963884606914776,0.17886358611541012,0.7553402334287602
SJC,dep,cap_20250616_1025,16928,16834,94.0,3130.0,31025.0,132,128.24242424242425,0.005552930056710775,0.18593323036711418,1.8327622873345937
SJC,dep,extension_20251026_1231,8021,7944,77.0,1518.0,19062.0,67,119.71641791044776,0.009599800523625484,0.19108761329305135,2.376511656900636
SJC,dep,interim_20250520_0615,3546,3531,15.0,677.0,8538.0,27,131.33333333333334,0.004230118443316413,0.19173038799207023,2.4077834179357023
SJC,dep,pre_20250101_0414,12866,12779,87.0,1627.0,18479.0,104,123.71153846153847,0.006762008394217317,0.12731825651459425,1.4362661277786415
SJC,dep,stress_20250415_0519,4541,4528,13.0,682.0,9412.0,35,129.74285714285713,0.0028628055494384495,0.15061837455830387,2.0726712177934377
SJU,arr,cap_20250616_1025,11726,11626,100.0,3357.0,48929.0,132,88.83333333333333,0.008528057308545113,0.28874935489420267,4.172693160498039
SJU,arr,extension_20251026_1231,6577,6490,87.0,1918.0,30962.0,67,98.16417910447761,0.013227915462977042,0.29553158705701077,4.707617454766611
SJU,arr,interim_20250520_0615,2742,2733,9.0,656.0,10013.0,27,101.55555555555556,0.0032822757111597373,0.24002927186242223,3.6517140773158276
SJU,arr,pre_20250101_0414,11180,11096,84.0,2765.0,48110.0,104,107.5,0.0075134168157423974,0.2491888968997837,4.303220035778176
SJU,arr,stress_20250415_0519,3487,3478,9.0,755.0,10857.0,35,99.62857142857143,0.0025810151993117293,0.21707878090856814,3.1135646687697163
SJU,dep,cap_20250616_1025,11743,11641,102.0,2790.0,28280.0,132,88.96212121212122,0.008686025717448692,0.23967013143200755,2.4082432087200885
SJU,dep,extension_20251026_1231,6556,6463,93.0,1472.0,11612.0,67,97.85074626865672,0.014185478950579622,0.2277580071174377,1.771201952410006
SJU,dep,interim_20250520_0615,2734,2723,11.0,468.0,5249.0,27,101.25925925925925,0.004023408924652524,0.17186926184355492,1.9198975859546452
SJU,dep,pre_20250101_0414,11186,11083,103.0,2411.0,34789.0,104,107.5576923076923,0.009207938494546755,0.21754037715420013,3.1100482746290004
SJU,dep,stress_20250415_0519,3487,3476,11.0,629.0,7006.0,35,99.62857142857143,0.0031545741324921135,0.18095512082853854,2.0091769429308863
SLC,arr,cap_20250616_1025,42603,42430,173.0,6435.0,49412.0,132,322.75,0.004060746895758515,0.15166156021682772,1.1598244255099406
SLC,arr,extension_20251026_1231,20712,20470,242.0,3238.0,29559.0,67,309.13432835820896,0.011684047894940132,0.15818270639960919,1.427143684820394
SLC,arr,interim_20250520_0615,8784,8762,22.0,1341.0,11033.0,27,325.3333333333333,0.0025045537340619307,0.15304724948641862,1.2560336976320583
SLC,arr,pre_20250101_0414,32899,32749,150.0,4933.0,42647.0,104,316.33653846153845,0.004559409100580565,0.15063055360469021,1.2963007994163955
SLC,arr,stress_20250415_0519,11109,11088,21.0,1559.0,11317.0,35,317.4,0.001890359168241966,0.1406024531024531,1.0187235574759204
SLC,dep,cap_20250616_1025,42728,42559,169.0,6610.0,86661.0,132,323.6969696969697,0.003955251825500843,0.15531379966634554,2.02820164763153
SLC,dep,extension_20251026_1231,20757,20514,243.0,3204.0,43378.0,67,309.8059701492537,0.011706894059835236,0.15618601930389003,2.0898010309775015
SLC,dep,interim_20250520_0615,8797,8776,21.0,1369.0,21691.0,27,325.81481481481484,0.002387177446856883,0.1559936189608022,2.4657269523701264
SLC,dep,pre_20250101_0414,32907,32767,140.0,5078.0,65459.0,104,316.41346153846155,0.0042544139544777706,0.15497299111911375,1.9892120217582885
SLC,dep,stress_20250415_0519,11109,11086,23.0,1609.0,29356.0,35,317.4,0.002070393374741201,0.14513801190690961,2.642542082995769
SMF,arr,cap_20250616_1025,22095,21978,117.0,4531.0,24107.0,132,167.38636363636363,0.005295315682281059,0.20616070616070617,1.091061326091876
SMF,arr,extension_20251026_1231,10117,10005,112.0,2032.0,10520.0,67,151.0,0.011070475437382623,0.2030984507746127,1.0398339428684393
SMF,arr,interim_20250520_0615,4630,4612,18.0,1016.0,5729.0,27,171.4814814814815,0.0038876889848812094,0.22029488291413704,1.237365010799136
SMF,arr,pre_20250101_0414,15254,15161,93.0,2408.0,16144.0,104,146.67307692307693,0.00609676150517897,0.158828573313106,1.0583453520388095
SMF,arr,stress_20250415_0519,5833,5817,16.0,1057.0,6006.0,35,166.65714285714284,0.0027430138865078006,0.18170878459687123,1.0296588376478657
SMF,dep,cap_20250616_1025,22099,21984,115.0,4220.0,40247.0,132,167.41666666666666,0.005203855378071406,0.19195778748180495,1.8212136295759989
SMF,dep,extension_20251026_1231,10118,9996,122.0,2062.0,24505.0,67,151.01492537313433,0.012057718916781974,0.2062825130052021,2.421921328325756
SMF,dep,interim_20250520_0615,4628,4610,18.0,944.0,10745.0,27,171.40740740740742,0.0038893690579083835,0.20477223427331886,2.3217372515125323
SMF,dep,pre_20250101_0414,15249,15160,89.0,2255.0,19666.0,104,146.625,0.005836448291691258,0.1487467018469657,1.2896583382516886
SMF,dep,stress_20250415_0519,5834,5814,20.0,953.0,10390.0,35,166.68571428571428,0.0034281796366129585,0.16391468868249054,1.7809393212204319
SNA,arr,cap_20250616_1025,16772,16631,141.0,3254.0,29502.0,132,127.06060606060606,0.00840686859050799,0.19565870963862667,1.7590031004054376
SNA,arr,extension_20251026_1231,8327,8240,87.0,1619.0,17439.0,67,124.28358208955224,0.010447940434730395,0.19648058252427184,2.094271646451303
SNA,arr,interim_20250520_0615,3470,3447,23.0,732.0,6355.0,27,128.5185185185185,0.006628242074927954,0.2123585726718886,1.8314121037463977
SNA,arr,pre_20250101_0414,12055,11934,121.0,1890.0,19134.0,104,115.91346153846153,0.01003732890916632,0.1583710407239819,1.5872252177519701
SNA,arr,stress_20250415_0519,4371,4341,30.0,711.0,5586.0,35,124.88571428571429,0.0068634179821551134,0.16378714581893572,1.277968428277282
SNA,dep,cap_20250616_1025,16775,16616,159.0,3346.0,55764.0,132,127.08333333333333,0.00947839046199702,0.20137217140105923,3.324232488822653
SNA,dep,extension_20251026_1231,8326,8225,101.0,1775.0,31995.0,67,124.26865671641791,0.012130674993994716,0.21580547112462006,3.8427816478501082
SNA,dep,interim_20250520_0615,3470,3443,27.0,737.0,14098.0,27,128.5185185185185,0.0077809798270893375,0.21405750798722045,4.062824207492795
SNA,dep,pre_20250101_0414,12055,11905,150.0,1912.0,25901.0,104,115.91346153846153,0.01244296972210701,0.1606047879042419,2.1485690584819577
SNA,dep,stress_20250415_0519,4371,4337,34.0,799.0,18569.0,35,124.88571428571429,0.007778540379775795,0.184228729536546,4.24822695035461
STL,arr,cap_20250616_1025,24124,23931,193.0,5066.0,35875.0,132,182.75757575757575,0.008000331619963523,0.21169194768292174,1.4871082739180899
STL,arr,extension_20251026_1231,11635,11506,129.0,2486.0,23047.0,67,173.65671641791045,0.011087236785560808,0.21606118546845124,1.9808336914482165
STL,arr,interim_20250520_0615,5012,4976,36.0,1122.0,8657.0,27,185.62962962962962,0.007182761372705506,0.2254823151125402,1.7272545889864326
STL,arr,pre_20250101_0414,17047,16617,430.0,2876.0,30236.0,104,163.91346153846155,0.0252243796562445,0.17307576578203046,1.7736845192702528
STL,arr,stress_20250415_0519,6387,6317,70.0,1234.0,12344.0,35,182.4857142857143,0.010959762016596212,0.1953458920373595,1.9326757476123375
STL,dep,cap_20250616_1025,24127,23915,212.0,5740.0,68473.0,132,182.78030303030303,0.008786836324449786,0.2400167259042442,2.8380237907738217
STL,dep,extension_20251026_1231,11635,11503,132.0,3041.0,41275.0,67,173.65671641791045,0.011345079501504082,0.26436581761279665,3.547486033519553
STL,dep,interim_20250520_0615,5011,4985,26.0,1246.0,16939.0,27,185.59259259259258,0.005188585112751946,0.24994984954864594,3.3803632009578926
STL,dep,pre_20250101_0414,17048,16607,441.0,3087.0,49368.0,104,163.92307692307693,0.025868137024870952,0.1858854699825375,2.8958235570154858
STL,dep,stress_20250415_0519,6381,6305,76.0,1313.0,21447.0,35,182.31428571428572,0.011910358877918822,0.20824742268041238,3.3610719322990126
TPA,arr,cap_20250616_1025,26662,26414,248.0,6744.0,80945.0,132,201.9848484848485,0.00930162778486235,0.2553191489361702,3.0359687945390443
TPA,arr,extension_20251026_1231,14437,14194,243.0,3639.0,52560.0,67,215.47761194029852,0.01683175174897832,0.25637593349302523,3.640645563482718
TPA,arr,interim_20250520_0615,5886,5847,39.0,1466.0,18855.0,27,218.0,0.006625891946992864,0.25072686847956216,3.2033639143730888
TPA,arr,pre_20250101_0414,24355,23989,366.0,5416.0,109288.0,104,234.18269230769232,0.015027715048244714,0.22577014464963108,4.487292137138165
TPA,arr,stress_20250415_0519,8106,8063,43.0,1770.0,21254.0,35,231.6,0.005304712558598569,0.21952126999875976,2.622008388847767
TPA,dep,cap_20250616_1025,26667,26420,247.0,6083.0,108437.0,132,202.02272727272728,0.009262384220197248,0.23024224072672217,4.066336670791615
TPA,dep,extension_20251026_1231,14424,14162,262.0,3197.0,56290.0,67,215.28358208955223,0.018164170826400445,0.22574495127806807,3.9025235718247364
TPA,dep,interim_20250520_0615,5886,5848,38.0,1385.0,24242.0,27,218.0,0.006455997281685355,0.2368331053351573,4.118586476384642
TPA,dep,pre_20250101_0414,24350,23982,368.0,4916.0,83337.0,104,234.1346153846154,0.0151129363449692,0.20498707363856225,3.422464065708419
TPA,dep,stress_20250415_0519,8106,8059,47.0,1622.0,34721.0,35,231.6,0.005798174191956575,0.2012656657153493,4.283370342955835
